gene_stable_id	transcript_stable_id	protein_stable_id	xref	xref_pos	db_name	transcript_stable_version	xref_version
ENSG00000130822	ENST00000422811	ENSP00000391772	C9JB09	15-224	Uniprot/SPTREMBL	ENST00000422811.5	C9JB09.85
ENSG00000130822	ENST00000434652	ENSP00000396128	C9JEC5	15-86	Uniprot/SPTREMBL	ENST00000434652.5	C9JEC5.79
ENSG00000130822	ENST00000439087	ENSP00000415770	C9JJ18	15-226	Uniprot/SPTREMBL	ENST00000439087.5	C9JJ18.86
ENSG00000130822	ENST00000447676	ENSP00000405950	Q6P2M8-5	15-270	Uniprot/SWISSPROT	ENST00000447676.6	Q6P2M8.156
ENSG00000131023	ENST00000253339	ENSP00000253339	O95835-1	705-1010	Uniprot/SWISSPROT	ENST00000253339.9	O95835.204
ENSG00000131023	ENST00000543571	ENSP00000437550	O95835-1	705-1010	Uniprot/SWISSPROT	ENST00000543571.6	O95835.204
ENSG00000132155	ENST00000251849	ENSP00000251849	P04049-1	349-609	Uniprot/SWISSPROT	ENST00000251849.9	P04049.252
ENSG00000132155	ENST00000432427	ENSP00000398591	H7C155	123-382	Uniprot/SPTREMBL	ENST00000432427.3	H7C155.74
ENSG00000132155	ENST00000442415	ENSP00000401888	P04049-2	349-609	Uniprot/SWISSPROT	ENST00000442415.7	P04049.252
ENSG00000132155	ENST00000685437	ENSP00000508794	A0A0S2Z4L5	316-576	Uniprot/SPTREMBL	ENST00000685437.1	A0A0S2Z4L5.36
ENSG00000132155	ENST00000685653	ENSP00000509968	P04049-1	349-609	Uniprot/SWISSPROT	ENST00000685653.1	P04049.252
ENSG00000132155	ENST00000686762	ENSP00000509767	A0A8I5KYC4	349-486	Uniprot/SPTREMBL	ENST00000686762.1	A0A8I5KYC4.2
ENSG00000132155	ENST00000687923	ENSP00000510255	A0A8I5KTA5	316-572	Uniprot/SPTREMBL	ENST00000687923.1	A0A8I5KTA5.2
ENSG00000132155	ENST00000688543	ENSP00000509612	A0A0S2Z4L5	316-576	Uniprot/SPTREMBL	ENST00000688543.1	A0A0S2Z4L5.36
ENSG00000132155	ENST00000689389	ENSP00000510213	A0A8I5QKZ6	240-550	Uniprot/SPTREMBL	ENST00000689389.1	A0A8I5QKZ6.2
ENSG00000132155	ENST00000689876	ENSP00000508535	A0A8I5KS16	349-494	Uniprot/SPTREMBL	ENST00000689876.1	A0A8I5KS16.2
ENSG00000132155	ENST00000690397	ENSP00000508730	A0A8I5KQV4	312-572	Uniprot/SPTREMBL	ENST00000690397.1	A0A8I5KQV4.2
ENSG00000132155	ENST00000690460	ENSP00000509106	A0A8I5KSV6	345-605	Uniprot/SPTREMBL	ENST00000690460.1	A0A8I5KSV6.2
ENSG00000132155	ENST00000690585	ENSP00000510641	A0A8I5KWS9	1-91	Uniprot/SPTREMBL	ENST00000690585.1	A0A8I5KWS9.2
ENSG00000132155	ENST00000691888	ENSP00000510730	A0A8I5KWF7	1-234	Uniprot/SPTREMBL	ENST00000691888.1	A0A8I5KWF7.2
ENSG00000132155	ENST00000691899	ENSP00000508763	P04049-1	349-609	Uniprot/SWISSPROT	ENST00000691899.1	P04049.252
ENSG00000132155	ENST00000692093	ENSP00000509669	A0A0S2Z4L5	316-576	Uniprot/SPTREMBL	ENST00000692093.1	A0A0S2Z4L5.36
ENSG00000132155	ENST00000693312	ENSP00000508686	A0A8I5KSB0	274-534	Uniprot/SPTREMBL	ENST00000693312.1	A0A8I5KSB0.2
ENSG00000132155	ENST00000693664	ENSP00000509614	A0A8I5QKU8	349-499	Uniprot/SPTREMBL	ENST00000693664.1	A0A8I5QKU8.2
ENSG00000132356	ENST00000296800	ENSP00000296800	Q96E92	18-207	Uniprot/SPTREMBL	ENST00000296800.4	Q96E92.165
ENSG00000132356	ENST00000397128	ENSP00000380317	Q13131-1	27-279	Uniprot/SWISSPROT	ENST00000397128.7	Q13131.229
ENSG00000132518	ENST00000254854	ENSP00000254854	Q02846	525-808	Uniprot/SWISSPROT	ENST00000254854.5	Q02846.224
ENSG00000132964	ENST00000381527	ENSP00000370938	P49336-1	21-335	Uniprot/SWISSPROT	ENST00000381527.8	P49336.198
ENSG00000132964	ENST00000465820	ENSP00000487013	A0A0D9SFZ2	1-116	Uniprot/SPTREMBL	ENST00000465820.6	A0A0D9SFZ2.38
ENSG00000132964	ENST00000536792	ENSP00000437696	F5H6D4	21-164	Uniprot/SPTREMBL	ENST00000536792.5	F5H6D4.62
ENSG00000133059	ENST00000367162	ENSP00000356130	Q6XUX3-1	652-906	Uniprot/SWISSPROT	ENST00000367162.8	Q6XUX3.157
ENSG00000133083	ENST00000255448	ENSP00000255448	O15075-2	390-647	Uniprot/SWISSPROT	ENST00000255448.8	O15075.204
ENSG00000133083	ENST00000360631	ENSP00000353846	O15075-1	390-647	Uniprot/SWISSPROT	ENST00000360631.8	O15075.204
ENSG00000133083	ENST00000379893	ENSP00000369223	O15075-4	390-647	Uniprot/SWISSPROT	ENST00000379893.5	O15075.204
ENSG00000133083	ENST00000615680	ENSP00000484452	O15075-3	390-647	Uniprot/SWISSPROT	ENST00000615680.5	O15075.204
ENSG00000133216	ENST00000374627	ENSP00000363758	B1AKC9	616-879	Uniprot/SPTREMBL	ENST00000374627.1	B1AKC9.123
ENSG00000133216	ENST00000374630	ENSP00000363761	P29323-2	621-884	Uniprot/SWISSPROT	ENST00000374630.8	P29323.247
ENSG00000133216	ENST00000374632	ENSP00000363763	P29323-3	621-884	Uniprot/SWISSPROT	ENST00000374632.7	P29323.247
ENSG00000133216	ENST00000400191	ENSP00000383053	P29323-1	621-884	Uniprot/SWISSPROT	ENST00000400191.7	P29323.247
ENSG00000133275	ENST00000255641	ENSP00000255641	P78368	46-316	Uniprot/SWISSPROT	ENST00000255641.13	P78368.207
ENSG00000133275	ENST00000585959	ENSP00000480185	A0A087WWF5	1-235	Uniprot/SPTREMBL	ENST00000585959.2	A0A087WWF5.41
ENSG00000133275	ENST00000589385	ENSP00000468637	K7ESB6	29-299	Uniprot/SPTREMBL	ENST00000589385.5	K7ESB6.63
ENSG00000133275	ENST00000591002	ENSP00000480929	A0A087WXD7	1-206	Uniprot/SPTREMBL	ENST00000591002.5	A0A087WXD7.43
ENSG00000133275	ENST00000591752	ENSP00000467214	K7EP38	46-76	Uniprot/SPTREMBL	ENST00000591752.5	K7EP38.68
ENSG00000133597	ENST00000072869	ENSP00000072869	Q7Z695	200-618	Uniprot/SWISSPROT	ENST00000072869.9	Q7Z695.137
ENSG00000133597	ENST00000476491	ENSP00000420512	C9JE15	200-590	Uniprot/SPTREMBL	ENST00000476491.5	C9JE15.77
ENSG00000134058	ENST00000256443	ENSP00000256443	P50613	12-295	Uniprot/SWISSPROT	ENST00000256443.8	P50613.228
ENSG00000134058	ENST00000502604	ENSP00000422121	D6R9G1	1-202	Uniprot/SPTREMBL	ENST00000502604.5	D6R9G1.100
ENSG00000134058	ENST00000504147	ENSP00000422027	D6R9Z2	12-58	Uniprot/SPTREMBL	ENST00000504147.5	D6R9Z2.88
ENSG00000134058	ENST00000506563	ENSP00000425043	D6REC6	1-149	Uniprot/SPTREMBL	ENST00000506563.5	D6REC6.98
ENSG00000134058	ENST00000506789	ENSP00000425983	D6RI01	12-58	Uniprot/SPTREMBL	ENST00000506789.5	D6RI01.89
ENSG00000134058	ENST00000508726	ENSP00000421559	D6RF14	12-69	Uniprot/SPTREMBL	ENST00000508726.5	D6RF14.87
ENSG00000134058	ENST00000510106	ENSP00000426561	D6RFL0	12-43	Uniprot/SPTREMBL	ENST00000510106.5	D6RFL0.90
ENSG00000134058	ENST00000514676	ENSP00000422737	D6RAD4	12-258	Uniprot/SPTREMBL	ENST00000514676.5	D6RAD4.99
ENSG00000134058	ENST00000515180	ENSP00000426372	D6RGG9	12-55	Uniprot/SPTREMBL	ENST00000515180.5	D6RGG9.87
ENSG00000134058	ENST00000515391	ENSP00000425893	D6RIG9	12-77	Uniprot/SPTREMBL	ENST00000515391.5	D6RIG9.89
ENSG00000134058	ENST00000626796	ENSP00000486415	D6R9Z2	12-58	Uniprot/SPTREMBL	ENST00000626796.2	D6R9Z2.88
ENSG00000134058	ENST00000629350	ENSP00000486479	D6RF14	12-69	Uniprot/SPTREMBL	ENST00000629350.2	D6RF14.87
ENSG00000134070	ENST00000256458	ENSP00000256458	O43187	210-489	Uniprot/SWISSPROT	ENST00000256458.5	O43187.189
ENSG00000134072	ENST00000256460	ENSP00000256460	Q14012	20-276	Uniprot/SWISSPROT	ENST00000256460.8	Q14012.209
ENSG00000134072	ENST00000411972	ENSP00000404587	C9JES6	1-122	Uniprot/SPTREMBL	ENST00000411972.1	C9JES6.78
ENSG00000134072	ENST00000421120	ENSP00000393238	H7C071	1-123	Uniprot/SPTREMBL	ENST00000421120.1	H7C071.55
ENSG00000134318	ENST00000261535	ENSP00000261535	D6REE7	92-354	Uniprot/SPTREMBL	ENST00000261535.7	D6REE7.78
ENSG00000134318	ENST00000315872	ENSP00000317985	O75116	92-354	Uniprot/SWISSPROT	ENST00000315872.11	O75116.214
ENSG00000134318	ENST00000401753	ENSP00000385509	E9PF63	1-111	Uniprot/SPTREMBL	ENST00000401753.5	E9PF63.92
ENSG00000134318	ENST00000431087	ENSP00000395957	C9JFJ0	1-181	Uniprot/SPTREMBL	ENST00000431087.2	C9JFJ0.81
ENSG00000134398	ENST00000256797	ENSP00000256797	Q76MJ5	520-781	Uniprot/SWISSPROT	ENST00000256797.9	Q76MJ5.160
ENSG00000134398	ENST00000457008	ENSP00000413812	E7ETG2	468-729	Uniprot/SPTREMBL	ENST00000457008.6	E7ETG2.78
ENSG00000134602	ENST00000354719	ENSP00000346755	Q8NBY1	24-274	Uniprot/SPTREMBL	ENST00000354719.10	Q8NBY1.165
ENSG00000134602	ENST00000394334	ENSP00000377867	Q9P289-1	24-274	Uniprot/SWISSPROT	ENST00000394334.7	Q9P289.178
ENSG00000134602	ENST00000481105	ENSP00000418753	B4E0Y9	24-296	Uniprot/SPTREMBL	ENST00000481105.5	B4E0Y9.119
ENSG00000134853	ENST00000257290	ENSP00000257290	P16234-1	593-954	Uniprot/SWISSPROT	ENST00000257290.10	P16234.236
ENSG00000135090	ENST00000392533	ENSP00000376317	Q9H2K8	24-277	Uniprot/SWISSPROT	ENST00000392533.8	Q9H2K8.178
ENSG00000135090	ENST00000419821	ENSP00000416374	Q9H2K8	24-277	Uniprot/SWISSPROT	ENST00000419821.6	Q9H2K8.178
ENSG00000135090	ENST00000535570	ENSP00000443465	F5H5E0	24-136	Uniprot/SPTREMBL	ENST00000535570.5	F5H5E0.70
ENSG00000135090	ENST00000538601	ENSP00000437389	H0YF68	1-175	Uniprot/SPTREMBL	ENST00000538601.1	H0YF68.66
ENSG00000135090	ENST00000541186	ENSP00000438820	F5H3L7	24-93	Uniprot/SPTREMBL	ENST00000541186.5	F5H3L7.70
ENSG00000135090	ENST00000541878	ENSP00000444057	F5H005	24-61	Uniprot/SPTREMBL	ENST00000541878.5	F5H005.74
ENSG00000135090	ENST00000542902	ENSP00000440315	F5GY38	24-57	Uniprot/SPTREMBL	ENST00000542902.5	F5GY38.69
ENSG00000135250	ENST00000357311	ENSP00000349863	P78362-1	81-684	Uniprot/SWISSPROT	ENST00000357311.7	P78362.199
ENSG00000135250	ENST00000393651	ENSP00000377262	P78362-2	81-684	Uniprot/SWISSPROT	ENST00000393651.8	P78362.199
ENSG00000135250	ENST00000460391	ENSP00000417357	C9J2M4	81-160	Uniprot/SPTREMBL	ENST00000460391.6	C9J2M4.77
ENSG00000135250	ENST00000474770	ENSP00000418786	H7C521	1-202	Uniprot/SPTREMBL	ENST00000474770.1	H7C521.49
ENSG00000135250	ENST00000477925	ENSP00000420208	H7C5L6	1-293	Uniprot/SPTREMBL	ENST00000477925.6	H7C5L6.65
ENSG00000135250	ENST00000482897	ENSP00000419240	C9JWF7	129-231	Uniprot/SPTREMBL	ENST00000482897.6	C9JWF7.74
ENSG00000135250	ENST00000489828	ENSP00000419791	P78362-1	81-684	Uniprot/SWISSPROT	ENST00000489828.5	P78362.199
ENSG00000135333	ENST00000369303	ENSP00000358309	Q15375-1	633-894	Uniprot/SWISSPROT	ENST00000369303.9	Q15375.220
ENSG00000135333	ENST00000680082	ENSP00000506654	A0A7P0TBL4	624-841	Uniprot/SPTREMBL	ENST00000680082.1	A0A7P0TBL4.5
ENSG00000135333	ENST00000680190	ENSP00000505937	A0A7P0TA58	557-818	Uniprot/SPTREMBL	ENST00000680190.1	A0A7P0TA58.5
ENSG00000135333	ENST00000680224	ENSP00000506130	Q15375-4	633-894	Uniprot/SWISSPROT	ENST00000680224.1	Q15375.220
ENSG00000135341	ENST00000369325	ENSP00000358331	O43318-3	36-291	Uniprot/SWISSPROT	ENST00000369325.7	O43318.230
ENSG00000135341	ENST00000369327	ENSP00000358333	O43318-4	36-291	Uniprot/SWISSPROT	ENST00000369327.7	O43318.230
ENSG00000135341	ENST00000369329	ENSP00000358335	O43318-1	36-291	Uniprot/SWISSPROT	ENST00000369329.8	O43318.230
ENSG00000135341	ENST00000369332	ENSP00000358338	O43318-2	36-291	Uniprot/SWISSPROT	ENST00000369332.7	O43318.230
ENSG00000135409	ENST00000257863	ENSP00000257863	Q16671-1	203-518	Uniprot/SWISSPROT	ENST00000257863.9	Q16671.210
ENSG00000135409	ENST00000550839	ENSP00000455338	H3BPI9	1-172	Uniprot/SPTREMBL	ENST00000550839.1	H3BPI9.66
ENSG00000135446	ENST00000257904	ENSP00000257904	P11802-1	6-295	Uniprot/SWISSPROT	ENST00000257904.11	P11802.248
ENSG00000135446	ENST00000312990	ENSP00000316889	Q96BE9	6-111	Uniprot/SPTREMBL	ENST00000312990.10	Q96BE9.162
ENSG00000135446	ENST00000546489	ENSP00000447779	F8VZ51	1-208	Uniprot/SPTREMBL	ENST00000546489.5	F8VZ51.68
ENSG00000135446	ENST00000547281	ENSP00000447274	F8VZZ0	1-186	Uniprot/SPTREMBL	ENST00000547281.5	F8VZZ0.69
ENSG00000135446	ENST00000550419	ENSP00000448098	F8VTV8	6-201	Uniprot/SPTREMBL	ENST00000550419.5	F8VTV8.64
ENSG00000135446	ENST00000551800	ENSP00000449391	F8VXD2	1-132	Uniprot/SPTREMBL	ENST00000551800.5	F8VXD2.68
ENSG00000135446	ENST00000552254	ENSP00000449179	F8VWX7	6-203	Uniprot/SPTREMBL	ENST00000552254.5	F8VWX7.70
ENSG00000135446	ENST00000552388	ENSP00000448963	F8VYH9	6-170	Uniprot/SPTREMBL	ENST00000552388.1	F8VYH9.71
ENSG00000135446	ENST00000552862	ENSP00000446763	F8W1L8	6-115	Uniprot/SPTREMBL	ENST00000552862.1	F8W1L8.69
ENSG00000135446	ENST00000553237	ENSP00000448885	F8VYY1	6-74	Uniprot/SPTREMBL	ENST00000553237.5	F8VYY1.65
ENSG00000135503	ENST00000257963	ENSP00000257963	P36896-1	207-497	Uniprot/SWISSPROT	ENST00000257963.9	P36896.230
ENSG00000135503	ENST00000542485	ENSP00000442885	P36896-5	207-497	Uniprot/SWISSPROT	ENST00000542485.1	P36896.230
ENSG00000135605	ENST00000381501	ENSP00000370912	P42680	370-623	Uniprot/SWISSPROT	ENST00000381501.8	P42680.204
ENSG00000135828	ENST00000367559	ENSP00000356530	Q05823-1	365-586	Uniprot/SWISSPROT	ENST00000367559.7	Q05823.202
ENSG00000135828	ENST00000539397	ENSP00000440844	Q05823-2	365-586	Uniprot/SWISSPROT	ENST00000539397.1	Q05823.202
ENSG00000136021	ENST00000360820	ENSP00000354061	Q6P3W7	32-327	Uniprot/SWISSPROT	ENST00000360820.7	Q6P3W7.165
ENSG00000136021	ENST00000548392	ENSP00000450294	F8VPW3	1-76	Uniprot/SPTREMBL	ENST00000548392.5	F8VPW3.61
ENSG00000136021	ENST00000549687	ENSP00000448366	F8VSC5	32-327	Uniprot/SPTREMBL	ENST00000549687.5	F8VSC5.65
ENSG00000136021	ENST00000635101	ENSP00000489123	A0A0U1RQQ9	32-327	Uniprot/SPTREMBL	ENST00000635101.1	A0A0U1RQQ9.37
ENSG00000136098	ENST00000550841	ENSP00000449679	F8VV00	4-58	Uniprot/SPTREMBL	ENST00000550841.1	F8VV00.65
ENSG00000136098	ENST00000551355	ENSP00000447995	F8VTT4	4-46	Uniprot/SPTREMBL	ENST00000551355.5	F8VTT4.76
ENSG00000136098	ENST00000610828	ENSP00000480328	P51956-1	4-257	Uniprot/SWISSPROT	ENST00000610828.5	P51956.202
ENSG00000136098	ENST00000611833	ENSP00000484086	P51956-2	4-257	Uniprot/SWISSPROT	ENST00000611833.4	P51956.202
ENSG00000136098	ENST00000617054	ENSP00000484594	A0A087X203	4-257	Uniprot/SPTREMBL	ENST00000617054.1	A0A087X203.40
ENSG00000136098	ENST00000618534	ENSP00000484443	P51956-1	4-257	Uniprot/SWISSPROT	ENST00000618534.4	P51956.202
ENSG00000136098	ENST00000620675	ENSP00000481533	A0A087WY58	4-257	Uniprot/SPTREMBL	ENST00000620675.4	A0A087WY58.40
ENSG00000136098	ENST00000629912	ENSP00000487230	F8VTT4	4-46	Uniprot/SPTREMBL	ENST00000629912.1	F8VTT4.76
ENSG00000136573	ENST00000259089	ENSP00000259089	P51451	241-494	Uniprot/SWISSPROT	ENST00000259089.9	P51451.198
ENSG00000136573	ENST00000529894	ENSP00000433663	E9PJX5	170-423	Uniprot/SPTREMBL	ENST00000529894.1	E9PJX5.87
ENSG00000136643	ENST00000366959	ENSP00000355926	Q96S38-2	344-445|794-1056	Uniprot/SWISSPROT	ENST00000366959.4	Q96S38.172
ENSG00000136643	ENST00000366960	ENSP00000355927	Q96S38-1	344-445|794-1056	Uniprot/SWISSPROT	ENST00000366960.8	Q96S38.172
ENSG00000136643	ENST00000543354	ENSP00000439282	F6RJM5	613-875	Uniprot/SPTREMBL	ENST00000543354.5	F6RJM5.61
ENSG00000136643	ENST00000543470	ENSP00000442306	F5H7T0	582-844	Uniprot/SPTREMBL	ENST00000543470.5	F5H7T0.91
ENSG00000136643	ENST00000614059	ENSP00000483873	F5H7T0	582-844	Uniprot/SPTREMBL	ENST00000614059.4	F5H7T0.91
ENSG00000136643	ENST00000615329	ENSP00000484471	A0A087X1U5	329-591	Uniprot/SPTREMBL	ENST00000615329.4	A0A087X1U5.57
ENSG00000136807	ENST00000373264	ENSP00000362361	P50750-1	19-315	Uniprot/SWISSPROT	ENST00000373264.5	P50750.235
ENSG00000136807	ENST00000421939	ENSP00000395872	X6RE90	136-194	Uniprot/SPTREMBL	ENST00000421939.5	X6RE90.48
ENSG00000137193	ENST00000373509	ENSP00000362608	P11309-1	38-290	Uniprot/SWISSPROT	ENST00000373509.6	P11309.246
ENSG00000137275	ENST00000259808	ENSP00000259808	Q13546-1	17-289	Uniprot/SWISSPROT	ENST00000259808.9	Q13546.226
ENSG00000137275	ENST00000676591	ENSP00000504592	A0A7I2V5Y1	17-189	Uniprot/SPTREMBL	ENST00000676591.1	A0A7I2V5Y1.6
ENSG00000137275	ENST00000676618	ENSP00000503154	A0A7I2V5Y1	17-189	Uniprot/SPTREMBL	ENST00000676618.1	A0A7I2V5Y1.6
ENSG00000137275	ENST00000676965	ENSP00000503708	A0A7I2V404	17-160	Uniprot/SPTREMBL	ENST00000676965.1	A0A7I2V404.5
ENSG00000137275	ENST00000677361	ENSP00000504823	A0A7I2V5Y1	17-189	Uniprot/SPTREMBL	ENST00000677361.1	A0A7I2V5Y1.6
ENSG00000137275	ENST00000677799	ENSP00000502975	A0A7I2V5Y1	17-189	Uniprot/SPTREMBL	ENST00000677799.1	A0A7I2V5Y1.6
ENSG00000137275	ENST00000678809	ENSP00000503978	A0A7I2V5Y1	17-189	Uniprot/SPTREMBL	ENST00000678809.1	A0A7I2V5Y1.6
ENSG00000137275	ENST00000678874	ENSP00000503002	A0A7I2V5Y1	17-189	Uniprot/SPTREMBL	ENST00000678874.1	A0A7I2V5Y1.6
ENSG00000137275	ENST00000679118	ENSP00000504232	A0A7I2V5Y1	17-189	Uniprot/SPTREMBL	ENST00000679118.1	A0A7I2V5Y1.6
ENSG00000137332	ENST00000259875	ENSP00000259875	Q08345-2	610-905	Uniprot/SWISSPROT	ENST00000259875.11	Q08345.229
ENSG00000137332	ENST00000383377	ENSP00000372868	Q08345-1	610-905	Uniprot/SWISSPROT	ENST00000383377.6	Q08345.229
ENSG00000137332	ENST00000400410	ENSP00000383261	Q08345-2	610-905	Uniprot/SWISSPROT	ENST00000400410.5	Q08345.229
ENSG00000137332	ENST00000400411	ENSP00000383262	Q08345-2	610-905	Uniprot/SWISSPROT	ENST00000400411.5	Q08345.229
ENSG00000137332	ENST00000400414	ENSP00000383265	Q08345-1	610-905	Uniprot/SWISSPROT	ENST00000400414.5	Q08345.229
ENSG00000137332	ENST00000416487	ENSP00000408328	A0A0G2JI85	69-370	Uniprot/SPTREMBL	ENST00000416487.5	A0A0G2JI85.35
ENSG00000137332	ENST00000444198	ENSP00000394161	A0A140T972	342-493	Uniprot/SPTREMBL	ENST00000444198.5	A0A140T972.25
ENSG00000137332	ENST00000552721	ENSP00000449307	Q08345-6	610-905	Uniprot/SWISSPROT	ENST00000552721.4	Q08345.229
ENSG00000137332	ENST00000553015	ENSP00000448377	Q08345-1	610-905	Uniprot/SWISSPROT	ENST00000553015.5	Q08345.229
ENSG00000137332	ENST00000616404	ENSP00000482421	A0A0G2JNZ7	483-759	Uniprot/SPTREMBL	ENST00000616404.2	A0A0G2JNZ7.34
ENSG00000137601	ENST00000439128	ENSP00000408020	Q96PY6-1	4-258	Uniprot/SWISSPROT	ENST00000439128.6	Q96PY6.195
ENSG00000137601	ENST00000505119	ENSP00000421525	H0Y8M6	4-258	Uniprot/SPTREMBL	ENST00000505119.2	H0Y8M6.54
ENSG00000137601	ENST00000507142	ENSP00000424757	Q96PY6-3	4-258	Uniprot/SWISSPROT	ENST00000507142.6	Q96PY6.195
ENSG00000137601	ENST00000510533	ENSP00000427653	Q96PY6-2	4-258	Uniprot/SWISSPROT	ENST00000510533.5	Q96PY6.195
ENSG00000137601	ENST00000511633	ENSP00000423332	Q96PY6-6	4-258	Uniprot/SWISSPROT	ENST00000511633.5	Q96PY6.195
ENSG00000137601	ENST00000512193	ENSP00000424938	Q96PY6-4	4-258	Uniprot/SWISSPROT	ENST00000512193.5	Q96PY6.195
ENSG00000137601	ENST00000685111	ENSP00000508844	A0A8I5KSI3	4-230	Uniprot/SPTREMBL	ENST00000685111.1	A0A8I5KSI3.2
ENSG00000137601	ENST00000686697	ENSP00000508689	A0A8I5KUL6	4-258	Uniprot/SPTREMBL	ENST00000686697.1	A0A8I5KUL6.2
ENSG00000137601	ENST00000687219	ENSP00000509736	A0A8I5KQ77	4-87	Uniprot/SPTREMBL	ENST00000687219.1	A0A8I5KQ77.2
ENSG00000137601	ENST00000687528	ENSP00000510228	A0A8I5KWD5	4-258	Uniprot/SPTREMBL	ENST00000687528.1	A0A8I5KWD5.2
ENSG00000137601	ENST00000687643	ENSP00000509309	A0A8I5KRM5	4-267	Uniprot/SPTREMBL	ENST00000687643.1	A0A8I5KRM5.2
ENSG00000137601	ENST00000692868	ENSP00000510531	A0A8I5KQ77	4-87	Uniprot/SPTREMBL	ENST00000692868.1	A0A8I5KQ77.2
ENSG00000137601	ENST00000693604	ENSP00000509917	A0A8I5QJM8	4-258	Uniprot/SPTREMBL	ENST00000693604.1	A0A8I5QJM8.2
ENSG00000137764	ENST00000178640	ENSP00000178640	Q13163-1	166-409	Uniprot/SWISSPROT	ENST00000178640.10	Q13163.211
ENSG00000137764	ENST00000340972	ENSP00000342101	A6NK28	1-229	Uniprot/SPTREMBL	ENST00000340972.8	A6NK28.94
ENSG00000137764	ENST00000354498	ENSP00000346493	Q13163-4	166-409	Uniprot/SWISSPROT	ENST00000354498.9	Q13163.211
ENSG00000137764	ENST00000395476	ENSP00000378859	Q13163	166-409	Uniprot/SPTREMBL	ENST00000395476.6	Q13163.211
ENSG00000137764	ENST00000439036	ENSP00000390196	H7BZL1	99-128	Uniprot/SPTREMBL	ENST00000439036.5	H7BZL1.56
ENSG00000137764	ENST00000559262	ENSP00000480580	A0A087WWX7	59-182	Uniprot/SPTREMBL	ENST00000559262.5	A0A087WWX7.45
ENSG00000137843	ENST00000260404	ENSP00000260404	Q9NQU5-1	407-658	Uniprot/SWISSPROT	ENST00000260404.8	Q9NQU5.197
ENSG00000137843	ENST00000441369	ENSP00000406873	Q9NQU5-1	407-658	Uniprot/SWISSPROT	ENST00000441369.6	Q9NQU5.197
ENSG00000137843	ENST00000453867	ENSP00000401153	Q9NQU5-1	407-658	Uniprot/SWISSPROT	ENST00000453867.7	Q9NQU5.197
ENSG00000137843	ENST00000542403	ENSP00000439597	Q9NQU5-1	407-658	Uniprot/SWISSPROT	ENST00000542403.3	Q9NQU5.197
ENSG00000137843	ENST00000558658	ENSP00000456785	Q9NQU5-1	407-658	Uniprot/SWISSPROT	ENST00000558658.6	Q9NQU5.197
ENSG00000137843	ENST00000560346	ENSP00000453858	Q9NQU5-1	407-658	Uniprot/SWISSPROT	ENST00000560346.6	Q9NQU5.197
ENSG00000138395	ENST00000260967	ENSP00000260967	Q96Q40-4	103-387	Uniprot/SWISSPROT	ENST00000260967.6	Q96Q40.180
ENSG00000138395	ENST00000410091	ENSP00000386901	Q96Q40-4	103-387	Uniprot/SWISSPROT	ENST00000410091.7	Q96Q40.180
ENSG00000138395	ENST00000434439	ENSP00000412775	Q96Q40-3	103-387	Uniprot/SWISSPROT	ENST00000434439.1	Q96Q40.180
ENSG00000138395	ENST00000450471	ENSP00000406472	Q96Q40-5	103-387	Uniprot/SWISSPROT	ENST00000450471.6	Q96Q40.180
ENSG00000138395	ENST00000652192	ENSP00000498608	Q96Q40-1	103-387	Uniprot/SWISSPROT	ENST00000652192.3	Q96Q40.180
ENSG00000138669	ENST00000264399	ENSP00000264399	Q13237-1	453-711	Uniprot/SWISSPROT	ENST00000264399.6	Q13237.192
ENSG00000138669	ENST00000395578	ENSP00000378945	Q13237-1	453-711	Uniprot/SWISSPROT	ENST00000395578.3	Q13237.192
ENSG00000138669	ENST00000545647	ENSP00000439967	B7ZA25	33-291	Uniprot/SPTREMBL	ENST00000545647.5	B7ZA25.105
ENSG00000138696	ENST00000264568	ENSP00000264568	O00238-1	204-494	Uniprot/SWISSPROT	ENST00000264568.8	O00238.219
ENSG00000138696	ENST00000394931	ENSP00000378389	O00238-1	204-494	Uniprot/SWISSPROT	ENST00000394931.1	O00238.219
ENSG00000138696	ENST00000440890	ENSP00000401907	O00238-2	204-494	Uniprot/SWISSPROT	ENST00000440890.7	O00238.219
ENSG00000138696	ENST00000509540	ENSP00000421671	O00238-1	204-494	Uniprot/SWISSPROT	ENST00000509540.6	O00238.219
ENSG00000138696	ENST00000512312	ENSP00000425444	O00238-1	204-494	Uniprot/SWISSPROT	ENST00000512312.5	O00238.219
ENSG00000138696	ENST00000515059	ENSP00000426617	O00238-1	204-494	Uniprot/SWISSPROT	ENST00000515059.6	O00238.219
ENSG00000138696	ENST00000672698	ENSP00000500035	O00238-1	204-494	Uniprot/SWISSPROT	ENST00000672698.1	O00238.219
ENSG00000138756	ENST00000389010	ENSP00000373662	K4DI97	51-316	Uniprot/SPTREMBL	ENST00000389010.7	K4DI97.67
ENSG00000138756	ENST00000502613	ENSP00000424668	Q9NSY1-1	51-316	Uniprot/SWISSPROT	ENST00000502613.3	Q9NSY1.188
ENSG00000138756	ENST00000502871	ENSP00000421768	Q9NSY1-2	51-316	Uniprot/SWISSPROT	ENST00000502871.5	Q9NSY1.188
ENSG00000138769	ENST00000307465	ENSP00000306340	J3KNE8	4-287	Uniprot/SPTREMBL	ENST00000307465.9	J3KNE8.70
